query,positive,negative
me dan arcadas,PRIMPERAN,LEVITRA 10 MG
dolor de cabeza fuerte,GELOCATIL 650 MG,PRITORPLUS 40 MG
tengo fiebre,PARACETAMOL 1G,SUTENT
tengo náuseas,CARIBAN,CASPOFUNGINA
todo me da vueltas,VERTIGON,TRUVADA
me siento mareado,DOGMATIL,ZALTRAP
tengo dolor muscular,MYOLASTAN,SUTENT
ojos llorosos y picor,AERIUS,LEVITRA 10 MG
tengo náuseas,CARIBAN,PRITORPLUS 40 MG
me duele el estómago,BUSCAPINA COMPOSITUM,ZEJULA 100 MG
me siento mareado y con ganas de vomitar,PRIMPERAN,PROPECIA
me siento muy caliente,GELDOCHEK,PLUSVENT 25 MCG
garganta inflamada,IBUPROFENO 400 MG,CASPOFUNGINA
nariz taponada,ACTIFED,SUTENT
tos seca,ROMILAR,CASPOFUNGINA
me siento mareado,VERTIGON,ZEJULA 100 MG
mareo constante,BIODRAMINA,PLUSVENT 25 MCG
me palpita la cabeza,DESENFRIOL C,PLUSVENT 25 MCG
me tambaleo al caminar,VERTIGON,PRITORPLUS 40 MG
dolor abdominal,RANITIDINA,PROPECIA
me siento mareado y con ganas de vomitar,VOMISTOP,PLUSVENT 25 MCG
no puedo respirar por la nariz,ACTIFED,PLUSVENT 25 MCG
tos con mocos,MUCOSAN,XARELTO
fiebre alta,GELDOCHEK,PROPECIA
tengo náuseas,EMETROL,PROPECIA
me duelen los músculos,FLEXIUM GEL,CASPOFUNGINA
me siento mareado,BIODRAMINA,PRITORPLUS 40 MG
estómago revuelto,DOMPERIDONA,XARELTO
me tambaleo al caminar,VERTIGON,PLUSVENT 25 MCG
me duele el estómago,BUSCAPINA COMPOSITUM,TRUVADA
molestias musculares,ENOXOLONA,XARELTO
dolor fuerte en la barriga,OMEPRAZOL 20 MG,PRITORPLUS 40 MG
mareo constante,STUGERON,TRUVADA
me duelen los músculos,ENOXOLONA,PLUSVENT 25 MCG
me ha subido la temperatura,PARACETAMOL 1G,PLUSVENT 25 MCG
estornudo mucho,BILASTINA,XARELTO
tengo fiebre,GELDOCHEK,CASPOFUNGINA
molestias musculares,FLEXIUM GEL,ZALTRAP
me dan arcadas,EMETROL,TRUVADA
dolor de cabeza fuerte,ACTRON COMPUESTO,PROPECIA
tengo cefalea,ACTRON COMPUESTO,LEVITRA 10 MG
me palpita la cabeza,GELOCATIL 650 MG,SUTENT
tengo irritación en la garganta,JUVELAINE,TRUVADA
alergia primaveral,AERIUS,XARELTO
nariz bloqueada,VICKS VAPORUB,XARELTO
molestias musculares,MYOLASTAN,TRUVADA
me siento muy caliente,PARACETAMOL 1G,LEVITRA 10 MG
tos con mocos,FARINGESIC,TRUVADA
tos seca,ROMILAR,LEVITRA 10 MG
sensación de vómito,EMETROL,PLUSVENT 25 MCG
sensación de vómito,DOMPERIDONA,ZEJULA 100 MG
me ahogo con la tos,BISOLVON,CASPOFUNGINA
tengo molestias estomacales,ALMAX FORTE,LEVITRA 10 MG
tengo alergia,BILASTINA,PLUSVENT 25 MCG
fiebre alta,GELDOCHEK,SUTENT
nariz bloqueada,NASONEX,PRITORPLUS 40 MG
dolor de cabeza fuerte,DESENFRIOL C,TRUVADA
fiebre alta,DAFALGAN,PROPECIA
me dan arcadas,VOMISTOP,LEVITRA 10 MG
tengo irritación en la garganta,IBUPROFENO 400 MG,XARELTO
retortijones,ALMAX FORTE,ZEJULA 100 MG
dolor de cabeza fuerte,ASPIRINA C,ZEJULA 100 MG
tos con mocos,FARINGESIC,SUTENT
resfriado con congestión,ACTIFED,CASPOFUNGINA
dolor de cabeza fuerte,DESENFRIOL C,PLUSVENT 25 MCG
tos con mocos,FARINGESIC,CASPOFUNGINA
sensación de vómito,DOMPERIDONA,CASPOFUNGINA
dolor fuerte en la barriga,OMEPRAZOL 20 MG,CASPOFUNGINA
fiebre alta,GELDOCHEK,TRUVADA
tengo tos,FARINGESIC,XARELTO
dolor de cabeza fuerte,ASPIRINA C,XARELTO
tos seca,MUCOSAN,SUTENT
sensación de vómito,DOMPERIDONA,ZEJULA 100 MG
tengo cefalea,ACTRON COMPUESTO,PRITORPLUS 40 MG
me duelen los músculos,IBUPROFENO 400 MG,PRITORPLUS 40 MG
tengo molestias estomacales,BUSCAPINA COMPOSITUM,TRUVADA
tengo congestión nasal,VICKS VAPORUB,PROPECIA
me pica todo el cuerpo,AERIUS,TRUVADA
tos con mocos,BISOLVON,LEVITRA 10 MG
tengo alergia,LORATADINA,PRITORPLUS 40 MG
estómago revuelto,EMETROL,ZALTRAP
me duele el estómago,OMEPRAZOL 20 MG,PRITORPLUS 40 MG
alergia primaveral,AERIUS,XARELTO
tos con mocos,MUCOSAN,XARELTO
dolor fuerte en la barriga,ALMAX FORTE,ZALTRAP
me pica todo el cuerpo,AERIUS,PRITORPLUS 40 MG
garganta inflamada,JUVELAINE,TRUVADA
me duelen los músculos,VOLTAREN EMULGEL,ZEJULA 100 MG
me pica la garganta,FLUBIOGRIP,PLUSVENT 25 MCG
garganta inflamada,JUVELAINE,SUTENT
tengo tos,ROMILAR,TRUVADA
me duele el estómago,ESPAVEN,PROPECIA
molestias musculares,IBUPROFENO 400 MG,ZALTRAP
me siento muy caliente,DAFALGAN,TRUVADA
tengo agujetas,FLEXIUM GEL,PRITORPLUS 40 MG
tengo alergia,AERIUS,ZALTRAP
tengo agujetas,ENOXOLONA,ZEJULA 100 MG
dolor de cabeza fuerte,ESPIDIFEN 600 MG,ZALTRAP
me duele todo el cuerpo,MYOLASTAN,TRUVADA
tengo cefalea,ASPIRINA C,SUTENT
tengo mareos,BIODRAMINA,CASPOFUNGINA
nariz bloqueada,RESPIR,CASPOFUNGINA
tos seca,MUCOSAN,XARELTO
tengo irritación en la garganta,IBUPROFENO 400 MG,XARELTO
me siento mareado,CINARIZINA,PROPECIA
tengo cefalea,GELOCATIL 650 MG,CASPOFUNGINA
tengo irritación en la garganta,JUVELAINE,PRITORPLUS 40 MG
dolor punzante en la cabeza,ESPIDIFEN 600 MG,ZALTRAP
tengo congestión nasal,NASONEX,PLUSVENT 25 MCG
tos con mocos,ROMILAR,LEVITRA 10 MG
me ha subido la temperatura,IBUPROFENO 600 MG,PLUSVENT 25 MCG
tengo tos,ROMILAR,CASPOFUNGINA
dolor fuerte en la barriga,BUSCAPINA COMPOSITUM,PROPECIA
sensación de vómito,VOMISTOP,LEVITRA 10 MG
sensación de vómito,DOMPERIDONA,TRUVADA
me dan arcadas,VOMISTOP,CASPOFUNGINA
ojos llorosos y picor,BILASTINA,CASPOFUNGINA
me siento mareado y con ganas de vomitar,DOMPERIDONA,ZALTRAP
tengo dolor muscular,IBUPROFENO 400 MG,PROPECIA
me duele la garganta,STREPSILS,ZALTRAP
todo me da vueltas,DOGMATIL,SUTENT
garganta inflamada,IBUPROFENO 400 MG,CASPOFUNGINA
nariz bloqueada,NASONEX,PRITORPLUS 40 MG
tengo molestias estomacales,OMEPRAZOL 20 MG,PROPECIA
me duelen los músculos,VOLTAREN EMULGEL,XARELTO
tengo mareos,STUGERON,LEVITRA 10 MG
tengo congestión nasal,VICKS VAPORUB,TRUVADA
estoy febril,TERMALGIN,CASPOFUNGINA
dolor abdominal,OMEPRAZOL 20 MG,CASPOFUNGINA
dolor de cabeza fuerte,GELOCATIL 650 MG,CASPOFUNGINA
todo me da vueltas,VERTIGON,PLUSVENT 25 MCG
estómago revuelto,CARIBAN,TRUVADA
me siento muy caliente,IBUPROFENO 600 MG,SUTENT
todo me da vueltas,DOGMATIL,TRUVADA
me siento mareado,STUGERON,ZALTRAP
resfriado con congestión,NASONEX,ZALTRAP
me pica todo el cuerpo,AERIUS,ZEJULA 100 MG
todo me da vueltas,STUGERON,ZEJULA 100 MG
estómago revuelto,PRIMPERAN,PRITORPLUS 40 MG
me duelen los músculos,VOLTAREN EMULGEL,ZALTRAP
tengo mareos,DOGMATIL,ZALTRAP
tengo alergia,LORATADINA,ZALTRAP
tengo agujetas,VOLTAREN EMULGEL,XARELTO
me dan arcadas,VOMISTOP,XARELTO
estómago revuelto,DOMPERIDONA,PRITORPLUS 40 MG
me duele el estómago,ESPAVEN,PLUSVENT 25 MCG
molestias musculares,FLEXIUM GEL,PRITORPLUS 40 MG
dolor punzante en la cabeza,DESENFRIOL C,SUTENT
tengo dolor muscular,ENOXOLONA,ZALTRAP
tengo alergia,EBASTEL,PROPECIA
nariz bloqueada,RESPIR,LEVITRA 10 MG
tengo irritación en la garganta,FLUBIOGRIP,XARELTO
me tambaleo al caminar,STUGERON,ZEJULA 100 MG
dolor abdominal,OMEPRAZOL 20 MG,ZALTRAP
me siento mareado,VERTIGON,ZEJULA 100 MG
me ahogo con la tos,FARINGESIC,ZALTRAP
mareo constante,VERTIGON,SUTENT
resfriado con congestión,RESPIR,SUTENT
me duele la garganta,JUVELAINE,PRITORPLUS 40 MG
me pica todo el cuerpo,CETIRIZINA,ZEJULA 100 MG
me ahogo con la tos,FLUTOX,TRUVADA
tengo congestión nasal,ACTIFED,SUTENT
tengo mareos,CINARIZINA,PLUSVENT 25 MCG
